   0.000000   0.000000  15.000000
   0.000000   1.000000  15.000000
   0.000000   2.000000  15.000000
   0.000000   3.000000  15.000000
   0.000000   4.000000  15.000000
   0.000000   5.000000  15.000000
   0.000000   6.000000  15.000000
   0.000000   7.000000  15.000000
   0.000000   8.000000  15.000000
   0.000000   9.000000  15.000000
   0.000000  10.000000  15.000000
   0.000000  11.000000  15.000000
   0.000000  12.000000  15.000000
   0.000000  13.000000  15.000000
   0.000000  14.000000  15.000000
   0.000000  15.000000  15.000000
   0.000000  16.000000  15.000000
   0.000000  17.000000  15.000000
   0.000000  18.000000  15.000000
   0.000000  19.000000  15.000000
   0.000000  20.000000  15.000000
   0.000000  21.000000  15.000000
   0.000000  22.000000  15.000000
   0.000000  23.000000  15.000000
   0.000000  24.000000  15.000000
   0.000000  25.000000  15.000000
   0.000000  26.000000  15.000000
   0.000000  27.000000  15.000000
   0.000000  28.000000  15.000000
   0.000000  29.000000  15.000000
   0.000000  30.000000  15.000000
   0.000000  31.000000  15.000000
   0.000000  32.000000  15.000000
   0.000000  33.000000  15.000000
   0.000000  34.000000  15.000000
   0.000000  35.000000  15.000000
   0.000000  36.000000  15.000000
   0.000000  37.000000  15.000000
   0.000000  38.000000  15.000000
   0.000000  39.000000  15.000000
   0.000000  40.000000  15.000000
   0.000000  41.000000  15.000000
   0.000000  42.000000  15.000000
   0.000000  43.000000  15.000000
   0.000000  44.000000  15.000000
   0.000000  45.000000  15.000000
   0.000000  46.000000  15.000000
   0.000000  47.000000  15.000000
   0.000000  48.000000  15.000000
   0.000000  49.000000  15.000000
   0.000000  50.000000  15.000000

   1.000000   0.000000  15.000000
   1.000000   1.000000  14.992529
   1.000000   2.000000  14.985049
   1.000000   3.000000  14.977550
   1.000000   4.000000  14.970022
   1.000000   5.000000  14.962457
   1.000000   6.000000  14.954844
   1.000000   7.000000  14.947177
   1.000000   8.000000  14.939445
   1.000000   9.000000  14.931641
   1.000000  10.000000  14.923759
   1.000000  11.000000  14.915790
   1.000000  12.000000  14.907729
   1.000000  13.000000  14.899571
   1.000000  14.000000  14.891312
   1.000000  15.000000  14.882947
   1.000000  16.000000  14.874475
   1.000000  17.000000  14.865896
   1.000000  18.000000  14.857210
   1.000000  19.000000  14.848419
   1.000000  20.000000  14.839528
   1.000000  21.000000  14.830544
   1.000000  22.000000  14.821474
   1.000000  23.000000  14.812329
   1.000000  24.000000  14.803123
   1.000000  25.000000  14.793872
   1.000000  26.000000  14.784594
   1.000000  27.000000  14.775310
   1.000000  28.000000  14.766046
   1.000000  29.000000  14.756827
   1.000000  30.000000  14.747684
   1.000000  31.000000  14.738649
   1.000000  32.000000  14.729757
   1.000000  33.000000  14.721045
   1.000000  34.000000  14.712552
   1.000000  35.000000  14.704318
   1.000000  36.000000  14.696385
   1.000000  37.000000  14.688795
   1.000000  38.000000  14.681590
   1.000000  39.000000  14.674812
   1.000000  40.000000  14.668501
   1.000000  41.000000  14.662697
   1.000000  42.000000  14.657435
   1.000000  43.000000  14.652751
   1.000000  44.000000  14.648676
   1.000000  45.000000  14.645236
   1.000000  46.000000  14.642454
   1.000000  47.000000  14.640352
   1.000000  48.000000  14.638942
   1.000000  49.000000  14.638234
   1.000000  50.000000  14.638234

   2.000000   0.000000  15.000000
   2.000000   1.000000  14.985068
   2.000000   2.000000  14.970118
   2.000000   3.000000  14.955128
   2.000000   4.000000  14.940082
   2.000000   5.000000  14.924960
   2.000000   6.000000  14.909744
   2.000000   7.000000  14.894417
   2.000000   8.000000  14.878962
   2.000000   9.000000  14.863362
   2.000000  10.000000  14.847604
   2.000000  11.000000  14.831673
   2.000000  12.000000  14.815557
   2.000000  13.000000  14.799245
   2.000000  14.000000  14.782729
   2.000000  15.000000  14.766002
   2.000000  16.000000  14.749059
   2.000000  17.000000  14.731900
   2.000000  18.000000  14.714525
   2.000000  19.000000  14.696939
   2.000000  20.000000  14.679151
   2.000000  21.000000  14.661173
   2.000000  22.000000  14.643022
   2.000000  23.000000  14.624720
   2.000000  24.000000  14.606292
   2.000000  25.000000  14.587771
   2.000000  26.000000  14.569194
   2.000000  27.000000  14.550603
   2.000000  28.000000  14.532046
   2.000000  29.000000  14.513579
   2.000000  30.000000  14.495260
   2.000000  31.000000  14.477156
   2.000000  32.000000  14.459334
   2.000000  33.000000  14.441871
   2.000000  34.000000  14.424844
   2.000000  35.000000  14.408335
   2.000000  36.000000  14.392427
   2.000000  37.000000  14.377205
   2.000000  38.000000  14.362754
   2.000000  39.000000  14.349157
   2.000000  40.000000  14.336496
   2.000000  41.000000  14.324851
   2.000000  42.000000  14.314294
   2.000000  43.000000  14.304895
   2.000000  44.000000  14.296716
   2.000000  45.000000  14.289813
   2.000000  46.000000  14.284231
   2.000000  47.000000  14.280011
   2.000000  48.000000  14.277181
   2.000000  49.000000  14.275761
   2.000000  50.000000  14.275761

   3.000000   0.000000  15.000000
   3.000000   1.000000  14.977627
   3.000000   2.000000  14.955224
   3.000000   3.000000  14.932764
   3.000000   4.000000  14.910218
   3.000000   5.000000  14.887558
   3.000000   6.000000  14.864756
   3.000000   7.000000  14.841787
   3.000000   8.000000  14.818624
   3.000000   9.000000  14.795243
   3.000000  10.000000  14.771623
   3.000000  11.000000  14.747741
   3.000000  12.000000  14.723580
   3.000000  13.000000  14.699124
   3.000000  14.000000  14.674358
   3.000000  15.000000  14.649272
   3.000000  16.000000  14.623861
   3.000000  17.000000  14.598120
   3.000000  18.000000  14.572051
   3.000000  19.000000  14.545662
   3.000000  20.000000  14.518965
   3.000000  21.000000  14.491977
   3.000000  22.000000  14.464724
   3.000000  23.000000  14.437237
   3.000000  24.000000  14.409556
   3.000000  25.000000  14.381728
   3.000000  26.000000  14.353808
   3.000000  27.000000  14.325861
   3.000000  28.000000  14.297959
   3.000000  29.000000  14.270184
   3.000000  30.000000  14.242624
   3.000000  31.000000  14.215380
   3.000000  32.000000  14.188555
   3.000000  33.000000  14.162262
   3.000000  34.000000  14.136621
   3.000000  35.000000  14.111753
   3.000000  36.000000  14.087785
   3.000000  37.000000  14.064846
   3.000000  38.000000  14.043064
   3.000000  39.000000  14.022567
   3.000000  40.000000  14.003478
   3.000000  41.000000  13.985917
   3.000000  42.000000  13.969996
   3.000000  43.000000  13.955819
   3.000000  44.000000  13.943482
   3.000000  45.000000  13.933068
   3.000000  46.000000  13.924648
   3.000000  47.000000  13.918281
   3.000000  48.000000  13.914012
   3.000000  49.000000  13.911869
   3.000000  50.000000  13.911869

   4.000000   0.000000  15.000000
   4.000000   1.000000  14.970214
   4.000000   2.000000  14.940389
   4.000000   3.000000  14.910487
   4.000000   4.000000  14.880469
   4.000000   5.000000  14.850298
   4.000000   6.000000  14.819937
   4.000000   7.000000  14.789350
   4.000000   8.000000  14.758503
   4.000000   9.000000  14.727365
   4.000000  10.000000  14.695903
   4.000000  11.000000  14.664090
   4.000000  12.000000  14.631901
   4.000000  13.000000  14.599313
   4.000000  14.000000  14.566308
   4.000000  15.000000  14.532871
   4.000000  16.000000  14.498993
   4.000000  17.000000  14.464668
   4.000000  18.000000  14.429900
   4.000000  19.000000  14.394695
   4.000000  20.000000  14.359070
   4.000000  21.000000  14.323048
   4.000000  22.000000  14.286660
   4.000000  23.000000  14.249950
   4.000000  24.000000  14.212968
   4.000000  25.000000  14.175778
   4.000000  26.000000  14.138452
   4.000000  27.000000  14.101076
   4.000000  28.000000  14.063747
   4.000000  29.000000  14.026573
   4.000000  30.000000  13.989676
   4.000000  31.000000  13.953186
   4.000000  32.000000  13.917245
   4.000000  33.000000  13.882004
   4.000000  34.000000  13.847625
   4.000000  35.000000  13.814271
   4.000000  36.000000  13.782116
   4.000000  37.000000  13.751331
   4.000000  38.000000  13.722091
   4.000000  39.000000  13.694570
   4.000000  40.000000  13.668933
   4.000000  41.000000  13.645344
   4.000000  42.000000  13.623955
   4.000000  43.000000  13.604906
   4.000000  44.000000  13.588327
   4.000000  45.000000  13.574331
   4.000000  46.000000  13.563014
   4.000000  47.000000  13.554456
   4.000000  48.000000  13.548716
   4.000000  49.000000  13.545836
   4.000000  50.000000  13.545836

   5.000000   0.000000  15.000000
   5.000000   1.000000  14.962840
   5.000000   2.000000  14.925632
   5.000000   3.000000  14.888325
   5.000000   4.000000  14.850873
   5.000000   5.000000  14.813228
   5.000000   6.000000  14.775343
   5.000000   7.000000  14.737174
   5.000000   8.000000  14.698677
   5.000000   9.000000  14.659810
   5.000000  10.000000  14.620536
   5.000000  11.000000  14.580817
   5.000000  12.000000  14.540622
   5.000000  13.000000  14.499921
   5.000000  14.000000  14.458691
   5.000000  15.000000  14.416913
   5.000000  16.000000  14.374572
   5.000000  17.000000  14.331663
   5.000000  18.000000  14.288186
   5.000000  19.000000  14.244151
   5.000000  20.000000  14.199574
   5.000000  21.000000  14.154485
   5.000000  22.000000  14.108922
   5.000000  23.000000  14.062937
   5.000000  24.000000  14.016592
   5.000000  25.000000  13.969965
   5.000000  26.000000  13.923148
   5.000000  27.000000  13.876246
   5.000000  28.000000  13.829381
   5.000000  29.000000  13.782689
   5.000000  30.000000  13.736322
   5.000000  31.000000  13.690444
   5.000000  32.000000  13.645236
